1689212226164,-0.9690857,3.9170532,9.018555
1689212226168,-0.9308014,3.929016,9.044876
1689212226169,-0.9499512,3.9505463,9.092728
1689212226169,-0.9571228,3.9768677,9.128616
1689212226170,-0.97387695,3.9768677,9.152542
1689212226170,-0.9523468,3.9792633,9.166901
1689212226170,-0.9906311,3.981659,9.198013
1689212226171,-1.0049896,3.9505463,9.219543
1689212226171,-0.97387695,3.9242249,9.269791
1689212226197,-0.9714813,3.912262,9.274582
1689212226197,-0.9667053,3.866806,9.28894
1689212226197,-1.031311,3.8428802,9.286545
1689212226198,-1.1198425,3.7734833,9.267395
1689212226198,-1.179657,3.7208405,9.198013
1689212226198,-1.2658081,3.6801605,9.131012
1689212226199,-1.3591309,3.665802,9.114258
1689212226199,-1.4524384,3.625122,9.126221
1689212226200,-1.5457611,3.6059875,9.169296
1689212226200,-1.6390839,3.5796661,9.236298
1689212226201,-1.6845398,3.534195,9.257828
1689212226203,-1.6988983,3.5437775,9.245865
1689212226204,-1.7276154,3.5246277,9.214767
1689212226217,-1.6988983,3.5533447,9.193222
1689212226217,-1.7060852,3.5533447,9.169296
1689212226218,-1.689331,3.5772705,9.207581
1689212226218,-1.6414795,3.5988007,9.238693
1689212226218,-1.6079712,3.603592,9.281754
1689212226218,-1.5337982,3.637085,9.312866
1689212226248,-1.4763641,3.6275177,9.358322
1689212226248,-1.4285126,3.6418762,9.408585
1689212226249,-1.3830566,3.6586304,9.454041
1689212226249,-1.3663025,3.6562347,9.497116
1689212226250,-1.3591309,3.6705933,9.492325
1689212226250,-1.311264,3.653839,9.518646
1689212226251,-1.2610168,3.6227264,9.533005
1689212226251,-1.2012024,3.5868378,9.525833
1689212226252,-1.1485596,3.562912,9.525833
1689212226252,-1.1126556,3.4911346,9.506683
1689212226253,-1.1270142,3.4528503,9.456436
1689212226253,-1.1078796,3.4360962,9.4253235
1689212226254,-1.138977,3.4121704,9.394226
1689212226254,-1.1916199,3.402588,9.3703
1689212226255,-1.2538452,3.385849,9.430115
1689212226260,-1.3232269,3.4121704,9.501892
1689212226261,-1.3639069,3.4360962,9.580856
1689212226274,-1.426117,3.4648132,9.633499
1689212226274,-1.4715881,3.4959106,9.614365
1689212226274,-1.4787598,3.5246277,9.573685
1689212226274,-1.4428711,3.5198364,9.489929
1689212226275,-1.3782654,3.534195,9.410965
